osm_type,osm_id,name,name_en,name_ru,name_ky,elevation_m,lat,lon,prominence,wikidata,wikipedia
node,2633500189,,,,,1371.0,40.7097505,69.6749271,,,
node,2519463204,,,,,1367.8,41.0533531,70.063615,,,
node,2523909728,,,,,1356.9,41.0411074,70.2388557,,,
node,2460069964,,,,,1356.0,41.0183442,69.7603429,,,
node,9459882435,,,,,1350,40.3509702,72.3043468,,,
node,10213692456,Karatog,Karatog,Каратог,,1350,40.7997077,73.0855915,,,
node,2473382039,Талляк,,Талляк,,1333.7,41.2347981,69.8086074,,,
node,5392000875,,,,,1331.5,40.9895602,70.7241547,,,
node,2542787104,,,,,1329.4,40.9622421,70.1209567,,,
node,2312838628,,,,,1328.5,41.6727598,69.9122724,,,
node,2633500327,,,,,1324.7,40.725292,69.6835638,,,
node,2325212570,,,,,1324.6,41.5055898,69.8983016,,,
node,1412831551,Авастакте,,,,1321.9,41.2104006,69.8070696,,,
node,2479721373,,,,,1321.1,41.0541157,69.7538051,,,
node,2533196649,Караташ,,Караташ,,1321.0,40.9659828,70.161805,,,
node,2528807194,,,,,1318,40.9780714,70.1584404,,,
node,5055267675,,,,,1316.3,41.0072367,70.7419538,,,
node,2285419881,,,,,1308.9,41.6142831,69.6450551,,,
node,2519463203,,,,,1308.3,41.0458086,70.0350626,,,
node,2678286919,,,,,1304.6,40.9856878,69.7953255,,,
node,2188199752,,,,,1304.5,41.3442899,69.7459032,,,
node,1412092153,Buryutau,Buryutau,Бурютау,,1294.6,41.5374209,69.8282037,,,
node,2477502127,,,,,1293.4,41.1376411,69.7315945,,,
node,2514707362,,,,,1292.2,41.0745271,70.2268242,,,
node,296082642,Gora Keksaray,Gora Keksaray,,,1287,40.4122343,72.5368822,,,
node,1450277007,Kakpak,Kakpak,Какпак,,1285.7,41.6338123,69.5836552,,,
node,2490717061,,,,,1285.0,41.0117875,69.978289,,,
node,2640798000,,,,,1282.2,40.7817295,69.7716422,,,
node,2477502162,,,,,1281.8,41.1411086,69.7321121,,,
node,2537602815,,,,,1279.1,40.870663,70.0296099,,,
node,1409444424,Azadbash,Azadbash,Азадбаш,,1278.5,41.6135189,69.6078256,,,
node,3316171802,Большой Спо,,Большой Спо,,1277.1,40.2947325,69.4386283,,,
node,9460453610,,,,,1275,40.1572497,71.7569113,,,
node,2473207847,,,,,1268.0,41.0656221,69.7046223,,,
node,1412092158,,,,,1262.0,41.5426351,69.8241923,,,
node,1423873316,Кошбулак,,Кошбулак,,1254.4,41.5674966,69.8733756,,,
node,2307378929,,,,,1251.0,41.3421,69.7399428,,,
node,2318033404,,,,,1250.5,41.5328785,69.8415211,,,
node,4877156867,,,,,1249.4,41.0120296,70.725367,,,
node,2683198908,,,,,1243.5,40.8184089,69.8736269,,,
node,5460921186,,,,,1240.9,40.7043028,69.5832841,,,
node,2353405774,Караултепа,,Караултепа,,1239.6,41.3262253,69.7525496,,,
node,2472007098,,,,,1238.6,41.1250318,69.7314709,,,
node,2571156696,,,,,1232.2,41.597643,70.0039209,,,
node,5257640384,,,,,1226.3,40.9938604,70.8488989,,,
node,1862638385,,,,,1222,40.4099926,72.6258374,,,
node,2262651876,,,,,1221.2,41.6059918,69.6335726,,,
node,2640757708,,,,,1220.8,40.7923044,69.7272112,,,
node,2678378857,,,,,1211.6,40.9647084,69.8748034,,,
node,2678286925,,,,,1208.4,40.9900268,69.8290683,,,
node,2486242738,,,,,1203.5,41.0597079,69.7342333,,,
node,2285471948,,,,,1203.4,41.5949206,69.666193,,,
node,2522072518,,,,,1203.3,41.0659817,70.2111523,,,
node,2640799751,,,,,1201.5,40.7768971,69.7031962,,,
node,9459865384,,,,,1200,40.3260424,72.1632764,,,
node,2681628252,Ургазташ,,Ургазташ,,1196.2,40.8181673,69.7763263,,,
node,2312838415,,,,,1194.8,41.6693916,69.9351984,,,
node,2678378858,,,,,1184.5,40.9654958,69.8207056,,,
node,1404482598,Dostarkazi,Dostarkazi,Достарказы,,1180.8,41.5941632,69.6416135,,,
node,2683198617,Каратепа,,Каратепа,,1180.8,40.8392817,69.9341807,,,
node,3707505721,,,,,1180.8,41.5574005,69.8693023,,,
node,9459824497,,,,,1180,40.3100441,72.0668554,,,
node,1722682954,,,,,1178.3,41.6555183,69.9183937,,,
node,5422067882,,,,,1177.6,40.9930182,70.7476187,,,
node,2542754898,,,,,1177.3,40.9512257,70.0860769,,,
node,2689513607,,,,,1168.1,40.701609,69.4757042,,,
node,2473275203,Samaletbuzulgan,Samaletbuzulgan,Самолетбузулган,,1161.1,41.0303912,69.7147177,,,
node,2249768453,,,,,1161.0,41.6323935,69.5659476,,,
node,2689513586,,,,,1156.7,40.6990529,69.4629415,,,
node,2294266646,,,,,1152.7,41.6262465,69.7077221,,,
node,2315790349,,,,,1151.2,41.4904217,69.779364,,,
node,2528807196,Alchaly,Alchaly,Алчалы,,1151.2,40.9922061,70.1586714,,,
node,2576917342,,,,,1150.1,41.5556159,69.859453,,,
node,4578062291,,,,,1143,40.2405569,70.7041374,,,
node,12593628494,Shor-Too,Shor-Too,Шор-Тоо,Шор-Тоо,1139,40.5301552,72.7865829,,,
node,2542871117,,,,,1138.9,40.9712818,70.1129464,,,
node,5257396552,,,,,1132.5,40.891253,70.6457269,,,
node,9459865383,,,,,1130,40.3119357,72.117156,,,
node,2541041999,,,,,1128,40.9215026,70.0413752,,,
node,2645349690,,,,,1123.7,40.7676834,69.68373,,,
node,2627111065,,,,,1123.3,40.9923986,69.7568571,,,
node,12593628495,Eer-Too (Kelinchek),Eer-Too (Kelinchek),Ээр-Тоо (Келинчек),Ээр-Тоо (Келинчек),1123,40.5316672,72.7825987,,,
node,2334388127,Kokbel,Kokbel,Кокбель,,1122.4,41.6359937,69.9788408,,,
node,2678378808,,,,,1119.0,40.9474122,69.8401007,,,
node,12593628497,Keklikuchar,Keklikuchar,Кеклик Учар,Кеклик Учар,1118,40.5293178,72.7792238,,,
node,2657198885,,,,,1111.4,40.9935131,69.7456165,,,
node,9459856072,,,,,1110,40.3044259,72.0385589,,,
node,2640793928,Кадырбек-Тапан,,Кадырбек-Тапан,,1109.6,40.7989884,69.7207601,,,
node,5522539551,,,,,1108,40.2345023,72.1289182,,,
node,9454725254,,,,,1107,40.2308647,72.1203526,,,
node,2325210515,,,,,1106.1,41.5061877,69.8407975,,,
node,12593628493,Buura-Too (Sulaiman-Too),Buura-Too (Sulaiman-Too),Буура-Тоо (Сулайман-Тоо),Буура-Тоо (Сулайман-Тоо),1106,40.5307674,72.7897654,,,
node,2479720792,,,,,1101.4,41.0029091,69.738279,,,
node,2530503479,,,,,1098.6,41.0231709,70.0267661,,,
node,2262651875,,,,,1095.2,41.6000412,69.6319107,,,
node,2316958173,,,,,1091.0,41.6280434,69.8451272,,,
node,2633510393,,,,,1089.3,40.7649176,69.6518595,,,
node,2249750785,,,,,1086.3,41.6192733,69.5630485,,,
node,2479826951,,,,,1086.3,41.2393765,69.7708978,,,
node,10982340627,,,,,1080,41.2884649,71.52463,,,
node,2307258157,,,,,1077.0,41.3627955,69.7345509,,,
node,1404464998,Каракатык,,Каракатык,,1074.5,41.5080667,69.7433121,,,
node,5522539552,,,,,1074,40.2331983,72.1211076,,,
node,9460488638,,,,,1070,40.2494949,72.1541904,,,
node,2249750498,,,,,1067.2,41.6060449,69.5682808,,,
node,3707493113,,,,,1061.6,41.6058061,70.0094846,,,
node,2307378876,,,,,1057.9,41.3354327,69.7145952,,,
node,3058470881,,,,,1056.0,40.5406204,69.4285959,,,
node,2307258445,,,,,1051.0,41.3955071,69.745664,,,
node,5257396551,Учкуль,,Учкуль,,1048.8,40.8733669,70.6445145,,,
node,2277939684,,,,,1047.7,41.6031975,69.6478476,,,
node,2447014295,,,,,1047.6,41.0152254,69.6807613,,,
node,2277970754,,,,,1046.4,41.5964771,69.576127,,,
node,2473276904,,,,,1045.6,41.0452861,69.7221373,,,
node,2396012233,,,,,1041.7,41.3097245,69.7354347,,,
node,9460402450,,,,,1040,40.2469499,72.1409262,,,
node,2678367021,,,,,1037.5,40.9455932,69.7840363,,,
node,2307258364,,,,,1035.8,41.3794506,69.7472952,,,
node,2307258446,,,,,1029.3,41.3983946,69.7380954,,,
node,2981139086,,,,,1028.4,40.7210009,69.4815052,,,
node,5442340920,,,,,1026.2,40.731597,69.5759051,,,
node,2343339431,,,,,1023.3,41.5807215,70.0759788,,,
node,2683154437,,,,,1021.9,40.8731751,69.9697527,,,
node,2633500543,,,,,1020.0,40.7895477,69.6135365,,,
node,2474873215,,,,,1019.5,41.2379678,69.7130824,,,
node,2461211333,,,,,1013.4,41.1168399,69.6910275,,,
node,2277970738,,,,,1012.3,41.5922655,69.5862091,,,
node,2306661021,,,,,1012.0,41.4842073,69.7305275,,,
node,2249750617,,,,,1011.5,41.6108542,69.5516961,,,
node,2306661011,,,,,1011.2,41.481725,69.744408,,,
node,9459766223,Три Богатыря,,Три Богатыря,,1005,40.2564967,72.1341839,,,
node,2576964758,,,,,1004.5,41.5217476,69.7518495,,,
node,2294287658,,,,,1004.4,41.612923,69.6991187,,,
node,2302153293,,,,,1003.9,41.4410692,69.7115227,,,
node,2396116560,,,,,1000.4,41.268025,69.7368201,,,
node,9459766225,,,,,998,40.2569407,72.1279745,,,
node,2633604909,,,,,992.4,40.7697557,69.6180673,,,
node,1450281225,,,,,990.2,41.4350464,69.7368783,,,
node,9459731377,,,,,990,40.3029549,71.9972572,,,
node,9459766224,,,,,990,40.257483,72.1262702,,,
node,2633510412,,,,,989.4,40.7890126,69.6312404,,,
node,9459766227,,,,,985,40.2537537,72.1219578,,,
node,2302191652,,,,,977.7,41.4293611,69.7133769,,,
node,1450281223,,,,,977.5,41.4566621,69.7313704,,,
node,2640799757,,,,,976.1,40.7956549,69.6883118,,,
node,3058470898,,,,,968.8,40.5599674,69.4233643,,,
node,2277939668,,,,,967.8,41.5894792,69.6169937,,,
node,2533195181,,,,,966.3,40.9522002,70.0579746,,,
node,9459766226,,,,,965,40.263157,72.1169308,,,
node,2657197723,,,,,957.3,40.9730951,69.737496,,,
node,1450281224,,,,,954.5,41.445526,69.727178,,,
node,2302232686,,,,,945.2,41.4058955,69.7182558,,,
node,2683199079,,,,,944.6,40.8510596,69.9151133,,,
node,2306661009,,,,,940.7,41.4708631,69.7324014,,,
node,2633604959,,,,,939.2,40.7965149,69.6267814,,,
node,2678567004,,,,,939.2,40.9342985,69.7748002,,,
node,2465276868,Irtatau,Irtatau,Иртатау,,938.1,41.0768248,69.6655592,,,
node,2306682865,,,,,935.9,41.4604287,69.7418904,,,
node,3106353458,Каттакола,,Каттакола,,935.6,40.4974537,69.4568597,,,
node,2302107202,,,,,933.1,41.4946792,69.7157366,,,
node,2249749824,Зангар,,Зангар,,928.7,41.6217847,69.5415243,,Q16432606,kk:Заңғар
node,2294287634,,,,,925.4,41.6055068,69.70038,,,
node,2322873789,,,,,923.8,41.6155945,69.8543918,,,
node,2302274862,,,,,922.6,41.3645481,69.7001802,,,
node,10855901735,,,,,919,40.7769114,72.5954834,,,
node,2302191618,,,,,911.3,41.4222945,69.7088072,,,
node,10855901154,,,,,911,40.7679409,72.9278522,,,
node,5442341259,,,,,910.5,40.7636073,69.5447729,,,
node,9459798853,,,,,910,40.2884415,71.9483583,,,
node,5442341277,,,,,909.9,40.769136,69.5301189,,,
node,2249768447,,,,,907.6,41.5824854,69.5857087,,,
node,2469722909,,,,,905.9,41.1992469,69.6858536,,,
node,1404480098,Darbazatash,Darbazatash,Дарбазаташ,,901.7,41.575217,69.6419612,,,
node,2306682866,,,,,894.3,41.4627371,69.7281498,,,
node,2293353776,,,,,894.2,41.4082337,69.6863158,,,
node,2633500517,,,,,892.8,40.7453654,69.5823386,,,
node,2658950356,,,,,890.4,40.9530043,69.7478229,,,
node,5442341235,,,,,888.8,40.750161,69.559889,,,
node,2981139346,,,,,887.9,40.747565,69.4926518,,,
node,2262651874,,,,,886.8,41.5811548,69.6171154,,,
node,5442341283,,,,,881.2,40.7725857,69.5144566,,,
node,2294275821,,,,,880.7,41.4432123,69.690725,,,
node,2640679869,Татбулак,,Татбулак,,880.5,40.8387226,69.6968903,,,
node,2302129041,,,,,880.4,41.4646466,69.7014741,,,
node,10734076838,Баканалы,,,,879,41.9522934,69.3470335,,,
node,1450278216,,,,,873.8,41.5429305,69.5942308,,,
node,2302191667,,,,,869.9,41.4299443,69.6850647,,,
node,1450274217,Караултепа,,Караултепа,,868.8,41.6656846,69.5230624,,,
node,2290408631,,,,,868.7,41.422975,69.6698884,,,
node,1456548972,,,,,866.4,41.5405791,69.6209683,,,
node,2668364809,,,,,861.0,40.8381535,69.7306701,,,
node,2471768838,,,,,850.6,41.0134677,69.6152616,,,
node,2584066897,,,,,850,41.5461339,69.5795701,,,
node,2302128997,,,,,849.2,41.4633432,69.6938249,,,
node,2302153451,,,,,849.2,41.4566001,69.7020595,,,
node,2461211331,,,,,846.3,41.1027918,69.670006,,,
node,2306661010,,,,,844.5,41.4778591,69.72064,,,
node,9460477233,,,,,840,40.4104442,72.0246976,,,
node,2293353775,,,,,837.9,41.4031479,69.671405,,,
node,2293405052,,,,,836.6,41.3616259,69.6875373,,,
node,2633500534,,,,,836.2,40.7584884,69.5764604,,,
node,2302153336,,,,,825.5,41.4539434,69.6824083,,,
node,2277970357,,,,,824.5,41.5653197,69.6366353,,,
node,2293353771,,,,,818.5,41.4020505,69.6656104,,,
node,2640679937,,,,,818.5,40.8448092,69.688767,,,
node,2981139090,,,,,815.6,40.7288163,69.4682216,,,
node,3316171805,,,,,815.5,40.2937337,69.389705,,,
node,2634726120,,,,,811.8,40.9939328,69.6450512,,,
node,2249768449,,,,,810.4,41.588515,69.5517331,,,
node,2249768450,,,,,807.6,41.5927489,69.5389719,,,
node,2435094961,,,,,805.7,41.039421,69.6083847,,,
node,2476334545,,,,,800.6,41.2441509,69.685801,,,
node,1450536944,Kyzyltag,Kyzyltag,Кызылтаг,,799.6,41.5579485,69.6474584,,,
node,1450277006,Tashbulak,Tashbulak,Ташбулак,,798.1,41.5450617,69.5571228,,,
node,2290408630,,,,,796.0,41.4138002,69.6482395,,,
node,2249768448,,,,,792.9,41.5829068,69.569752,,,
node,2627111025,,,,,792.9,40.9720315,69.687483,,,
node,2689513543,,,,,782.4,40.6831852,69.4191092,,,
node,2249768445,,,,,771.6,41.5778357,69.5512601,,,
node,2353329951,Акататак,,Акататак,,765.1,41.2595673,69.6554746,,,
node,2290408644,,,,,764.4,41.4303846,69.6557326,,,
node,1450536925,,,,,759.1,41.4027054,69.6290071,,,
node,1450274216,,,,,757.2,41.6589831,69.4929631,,,
node,1409453197,Shurtkul,Shurtkul,Шурткуль,,755.8,41.5866586,69.6960236,,,
node,2249768446,,,,,751.7,41.5813716,69.537322,,,
node,2290211919,,,,,751.4,41.4220747,69.6440293,,,
node,2290345745,,,,,742.8,41.347675,69.6594278,,,
node,2627098729,Джурабай,,Джурабай,,736.1,40.9748218,69.6387058,,,
node,1251082295,Big Igrikash,Big Igrikash,Большой Игрикаш,,730.7,41.4718579,69.5340619,,,
node,2191032499,Medium Igrikash,Medium Igrikash,Средний Игрикаш,,727.4,41.480031,69.5358962,,,
node,1450536943,,,,,724.0,41.54147,69.640711,,,
node,3106353478,,,,,721.1,40.5240114,69.3924335,,,
node,2261073807,,,,,706.7,41.5353867,69.6313326,,,
node,2293405046,,,,,703.5,41.3614525,69.6739649,,,
node,2625723184,,,,,702.8,40.8126281,69.5478919,,,
node,2625723186,,,,,697.7,40.8152534,69.5598467,,,
node,2249768443,,,,,686.7,41.5541953,69.5466808,,,
node,1450278224,,,,,682.4,41.3871324,69.6006813,,,
node,1450274215,Белые пески,,Белые пески,,673.1,41.4966481,69.481168,,,
node,1450279872,,,,,673.1,41.3721176,69.6103254,,,
node,2381057971,Кызылбулак,,Кызылбулак,,671.9,41.1815224,69.5718362,,,
node,2472028504,,,,,668.1,41.1267981,69.6097853,,,
node,1450275299,Вышка гора,,Вышка гора,,666.6,41.4862678,69.4793918,,,
node,2249260688,,,,,665.0,41.5421747,69.6844664,,,
node,2689513496,Джетымчок,,Джетымчок,,650.5,40.6708487,69.3693618,,,
node,3316171807,,,,,650.4,40.3114838,69.4026743,,,
node,2460278941,,,,,645.3,41.1258021,69.5874157,,,
node,1409430232,Karatepa,Karatepa,Каратепа,,640.8,41.508015,69.6626429,,,
node,1450278220,,,,,639.6,41.409869,69.6001932,,,
node,1450278225,,,,,633.2,41.3734805,69.5753326,,,
node,2639359848,,,,,631.0,40.9064652,69.6862677,,,
node,1450278864,,,,,627.9,41.3597758,69.58287,,,
node,2031442418,,,,,624.3,41.4562999,69.4183718,,,
node,2629419002,,,,,620.2,40.9641901,69.6149693,,,
node,2031456842,,,,,616.6,41.4513092,69.4321845,,,
node,2353330891,,,,,614.0,41.3262222,69.5949101,,,
node,1404470986,Карабай,,Карабай,,604.1,41.4717956,69.6146463,,,
node,2621962668,,,,,604.0,40.9799631,69.5739064,,,
node,1251075218,Kulakchintepa,Kulakchintepa,Кулакчинтепа,,598.8,41.4311373,69.4806508,,,
node,3270212292,,,,,594.2,40.4851385,69.4202039,,,
node,1450271948,Кескек,,Кескек,,592.6,41.5062417,69.3889745,,,
node,1450278863,,,,,592.6,41.3409529,69.5967743,,,
node,4456926708,,,,,588,40.4286097,71.8357023,,,
node,1409435079,Chukaytepa,Chukaytepa,Чукайтепа,,580.3,41.4227854,69.5927274,,,
node,3058470909,,,,,571.1,40.5726755,69.3918258,,,
node,2621939193,,,,,562.2,40.9779333,69.5557473,,,
node,2621962402,,,,,561.8,40.9612828,69.5563726,,,
node,1409433902,Tokuzbay,Tokuzbay,Токузбай,,560.5,41.3997563,69.5673959,,,
node,3316171804,,,,,554.7,40.2908779,69.3655937,,,
node,2640703638,,,,,551.3,40.8671622,69.6161056,,,
node,1456553041,,,,,544.1,41.2437756,69.5432616,,,
node,1409432196,,,,,541.8,41.3675596,69.5343178,,,
node,3316171803,,,,,532.5,40.2857408,69.3306503,,,
node,1450271513,Kalmakchekkan,Kalmakchekkan,Калмакчеккан,,532.3,41.4357746,69.286833,,,
node,3316171806,,,,,527.8,40.3014094,69.3539459,,,
node,1133928705,Buzgantepa,Buzgantepa,Бузгантепа,,512.6,41.336739,69.446339,,,
node,1450275302,Kitay-Tepa,Kitay-Tepa,Китай-Тепа,,512.2,41.3230791,69.4862872,,,
node,1202736570,Aktepa Yunusabad,Aktepa Yunusabad,Актепа Юнусабад,,511.7,41.3619687,69.3130486,,,
node,2443936147,,,,,509.1,41.0184776,69.5320113,,,
node,1236939169,Dormakata,Dormakata,Дормаката,,500.1,41.3595471,69.4124971,,,
