osm_type,osm_id,name,name_en,name_ru,name_ky,elevation_m,lat,lon,prominence,wikidata,wikipedia,prominence_calc
node,3800709736,Abu Ali Ibn Sino,Abu Ali Ibn Sino,,,7134,39.3436698,72.8779256,2804,,,
node,3986092540,Ozodi Peak,Ozodi Peak,Пик Корженевской,,7105,39.0568831,72.0096829,1605,Q545239,tg:Қуллаи Озодӣ,3762
node,3802006428,пик Маршала Жукова,,,,6842,39.3175411,72.8848672,,Q89030970,,422
node,2439724999,Октябрьский пик,,,,6780,39.329562,72.9704247,,,,952
node,349008762,пик Дзержинского,,,,6717,39.3464949,72.7838015,,Q23560672,,887
node,2552011452,Unity Peak,Unity Peak,,,6690,39.3492163,72.9567075,,,,248
node,5607882246,Kyzylagyn,Kyzylagyn,,,6683,39.3476914,73.0434342,,Q25379625,,737
node,349008657,Kurumdy Mountain,Kurumdy Mountain,Гора Курумды,,6614,39.4561142,73.567406,2332,Q5584351,en:Kurumdy Mountain,2354
node,6033766802,Тухачевского,,,,6612,39.0692476,72.1311758,,,,1285
node,5607880809,Карпинского,,,,6552,39.0565091,72.1392275,,,,221
node,3986092225,пик Калинина,,,,6509,39.0105923,72.1092809,,Q31473560,,1065
node,349019516,Kurumdy East I,Kurumdy East I,,,6384,39.4596729,73.6002746,,,en:Kurumdy Mountain,359
node,2117848611,Zarya-Vostoka,Zarya-Vostoka,Пик Заря Востока,,6349,39.4697166,73.6541073,,Q25379636,de:Pik Sarja Wostoka,545
node,2501236151,Музджилга,,Музджилга,,6289,39.1195731,72.1915269,,,,1011
node,3986092251,Пик Четырех,,,,6230,39.0226229,72.0582673,,,,557
node,2439749778,Latvia Peak,Latvia Peak,Пик Латвия,,6218,39.3622158,73.0039143,,Q16362063,,257
node,349008663,Pik Turk VO,Pik Turk VO,,,6216,39.4681374,73.4929508,,,,323
node,5607880802,пик Уборевича,,пик Уборевича,,6207,39.096234,72.145464,,,,391
node,5607880804,Сандал,,,,6072,39.115974,72.218842,,,,342
node,5607881652,пик Белеули,,,,6065,39.1734333,72.7658889,,,,996
node,5607882249,扎阿拉依山 пик Эйлера,,,,6022,39.4641112,73.7007745,,,ru:Пик Эйлера,326
node,5607882245,пик Корженевского,,,,6008,39.3698844,73.1214659,,Q27203387,,348
node,3676270211,пик Красина,,,,5999,39.3712153,72.7477097,,Q27203379,,292
node,2439758751,пик XIX съезда КПСС,,,,5945,39.4045729,72.9656233,,,,536
node,4567015359,,,,,5917,39.4645427,73.4664774,,,,276
node,2118060048,库木别勒木孜套,,,,5909,39.1216388,73.70656,,,,1817
node,5607881838,Сат,,,,5900,39.2366742,71.9109678,2300,Q25379640,,2302
node,5607880336,пик Тиндаля,,,,5895,39.0141155,71.5367889,,,,2337
node,5607880144,Pik Agasis,Pik Agasis,,,5877,39.0140034,71.5038005,1610,Q8553109,,607
node,3791151123,пик Адлерхорн,,,,5868,39.1965257,72.6940844,,,,549
node,5169166829,пик Бабушкина,,,,5867,39.0876734,71.9735383,,,,344
node,3676271134,пик Цурюпы,,,,5849,39.3838724,72.7172304,,,,471
node,5607881677,Урицкого,,,,5841,39.0290944,72.8646111,,,,530
node,2412187385,,,,,5827,39.0584101,73.8194213,,,,568
node,2626443342,пик Красных Командиров,,пик Красных Командиров,,5821,39.276885,73.5366167,,,,656
node,5607880800,Шильбе,,Шильбе,,5820,39.1207009,72.2480949,,,,590
node,3149076855,пик Сулоева,,пик Сулоева,,5816,39.0182113,71.8679957,,,,2037
node,2118060170,Kon-Chukurbashi,Kon-Chukurbashi,гора Кон-чукурбаши,,5811,39.2493876,73.5592849,,,,472
node,3802005986,,,,,5810,39.2646896,72.8433895,,,,382
node,3149076967,пик Крупской,,пик Крупской,,5808,39.0085483,71.8113551,,,,537
node,2117848928,Pik Leibniz,Pik Leibniz,,,5797,39.4832414,73.8743953,,,,578
node,5607880801,пик Черепанова,,пик Черепанова,,5774,39.0358833,72.2390778,,,,663
node,5196780820,Мушкетова,,,,5760,39.0749103,72.0613861,,,,813
node,3791151146,пик Снежный,,,,5730,39.2084329,72.7127895,,,,416
node,7077078687,Пик Лейпциг,,Пик Лейпциг,,5725,39.3487019,72.4780726,,,de:Pik Leipzig,994
node,2626958759,,,,,5716,39.0857276,73.6945172,,,,243
node,4922304886,Пик Воробьева,,,,5710,39.0058443,72.0196005,,,,502
node,3149076965,Шапак,,Шапак,,5700,39.0365321,71.7917293,,,,380
node,5022792998,,,,,5700,39.0004887,71.9531375,,,,1317
node,2626958785,,,,,5670,39.1185285,73.7551851,,,,284
node,2118059955,,,,,5667,39.0418881,73.7904738,,,,262
node,5607881837,Сурхангоу,,,,5621,39.2714674,71.923542,,,,353
node,5620399589,Пик Скалистый,,Пик Скалистый,,5621,39.6208493,70.719209,2085,,,2096
node,2118059971,,,,,5619,39.0509956,73.7387011,,,,310
node,2626959165,,,,,5610,39.2476844,73.6150814,,,,265
node,2118060075,,,,,5607,39.1600407,73.6890577,,,,204
node,2118059926,,,,,5590,39.0310854,73.7871281,,,,202
node,2118059935,,,,,5581,39.0337351,73.7398534,,,,264
node,2118060117,,,,,5571,39.2261001,73.6339665,,,,262
node,5509179557,Pik Tandykul,Pik Tandykul,Пик Тандыкуль,Тамдыкул чокусу,5544,39.4487856,71.0827778,1674,Q7193530,ky:Тамдыкул чокусу,1684
node,5767976387,пик Снежный Шатёр,,пик Снежный Шатёр,,5529,39.4998298,71.0968648,,,,794
node,2118060109,,,,,5520,39.2123007,73.6435503,,,,342
node,366138164,Pyramid,Pyramid,Пирамидальный пик,,5509,39.5654629,70.2195282,,Q13172303,,1365
node,5528660779,Снежный Барс,,,,5491,39.3121457,72.0758271,,,,1191
node,5607882247,Кызкурган,,,,5491,39.3191056,71.9467167,,,,708
node,349008858,Гезель,,,,5486,39.241045,72.1847033,,,,591
node,349009792,Минтеке,,,,5482,39.5832252,70.4644953,,,,1296
node,3795767675,Спартакиада,,,,5476,39.4056227,73.0778665,,,,363
node,5607881839,Кенг,,,,5476,39.2374556,71.96765,,,,369
node,2118060091,,,,,5460,39.1848937,73.6573435,,,,254
node,2440392911,пик Обручева,,,,5459,39.4631696,73.1128561,,,,712
node,5607882248,Заалайский,,Заалайский,,5445,39.2599199,71.8074944,,,,635
node,5607881894,пик Пограничников,,,,5437,39.4780803,73.3919492,,,,527
node,3073821756,Айлама,,,,5428,39.7177178,71.4865888,,,,1415
node,5620398279,пик Боец,,пик Боец,,5398,39.6473914,70.7005944,,,,588
node,2626958976,,,,,5390,39.2015228,73.7264281,,,,247
node,2626959231,,,,,5385,39.2792091,73.7197372,,,,356
node,2626959261,,,,,5371,39.292399,73.5927294,,,,239
node,349009776,,,,,5370,39.6053557,70.5175983,,,,665
node,2626959237,,,,,5370,39.2802218,73.5827699,,,,225
node,8863222883,Губаева,,,,5368,39.508127,73.6807109,,,,569
node,3790477750,Зарасак,,,,5358,39.2014472,72.4888361,,,,416
node,349009947,Ak-suu,Ak-suu,Ак-Суу,,5355,39.5639548,70.0680167,,,,967
node,2626958900,,,,,5350,39.1828127,73.8013202,,,,236
node,3791434742,Ледяной Мыс,,,,5349,39.4524093,73.065373,,,,424
node,2626959215,,,,,5321,39.2761119,73.6424496,,,,214
node,2576005853,Kara-suu,Kara-suu,Карасу,,5309,39.5972442,70.2032223,,,,579
node,3148943020,Ширвоза,,,,5299,39.1862981,71.7979288,,,,512
node,5607881682,Черная Стена,,,,5299,39.2459879,71.7690783,,,,461
node,5607881895,пик Архар,,,,5298,39.4701033,73.3320324,,,,550
node,5943269821,30-летия Победы,,,,5298,39.3518058,73.190792,,,,213
node,5169166674,,,,,5296,39.1352533,71.9948244,,,,241
node,349009747,Kshemysh-Bashi,Kshemysh-Bashi,,,5290,39.5840518,70.6459431,,,,742
node,1995173694,Sabakh,Sabakh,Сабах,,5282,39.5733244,69.9022988,,,,1060
node,9863706966,пик Гранитный,,пик Гранитный,,5278,39.6211461,70.4158159,,,,560
node,7341569896,,,,,5270,39.4706552,71.0800838,,,,394
node,2626443923,,,,,5251,39.0260976,73.9754006,,,,1013
node,7715186551,Tuteklik,Tuteklik,Тутеклик,,5250,39.3213319,70.0601161,1615,,,1659
node,3363499003,Ташкент,,,,5248,39.7916768,71.7203917,,,,953
node,2440392872,,,,,5247,39.4369298,73.0344699,,,,284
node,1995173704,Блока,,,,5229,39.5902208,70.1172183,,,,833
node,9164779322,Саук-Джайляу Центральный,,,,5227,39.7595296,71.9436907,,,,1003
node,5767976963,,,,,5210,39.4846911,71.0854262,,,,231
node,349009826,,,,,5209,39.5889488,70.3607649,,,,765
node,3800825045,Кек-Чукур,,,,5184,39.2849272,72.3028019,,,,516
node,3667603562,пик Петроградец,,пик Петроградец,,5163,39.5852846,70.0429916,,,,669
node,2593036185,,,,,5161,39.305972,73.9920337,,,,1092
node,4897507955,Ekishak,Ekishak,,,5155,39.5068552,73.5517287,,,,250
node,7341716024,пик Кольцова,,,,5147.2,39.7669601,71.2649278,,,,1085
node,5767351232,Айдарбек,,,,5127,39.6417683,71.6320609,,,,826
node,5607881688,Лейтенантов,,,,5122,39.3135389,72.3117056,,,,341
node,5747207730,,,,,5120,39.6068124,70.1133002,,,,560
node,349009647,пик Зимовщиков,,,,5100,39.682771,71.5378362,,,,452
node,3417997407,,,,,5100,39.7639901,71.7126669,,,,265
node,5760494014,Текелик,,,,5088,39.6552708,71.6975871,,,,880
node,7727115313,Peak Samarkand,Peak Samarkand,Самарканд,,5085,39.2990685,69.5963128,,,,1372
node,2626959335,,,,,5072,39.3061409,73.7755085,,,,214
node,5767351224,Коммуна,,,,5070,39.6650459,71.635859,,,,543
node,2621685411,Музток,,,,5066,39.5894794,70.5882899,,,,333
node,7249263223,Skobelev,Skobelev,Скобелева,,5051,39.7931758,72.6165229,1424,Q27203367,,1389
node,5767976423,,,,,5050,39.607881,71.3609362,,,,739
node,5788226535,,,,,5050,39.5695932,70.5621386,,,,434
node,9863707083,,,,,5050,39.5592175,70.3842973,,,,569
node,5767350650,,,,,5046,39.5735424,71.3379192,,,,634
node,3398537782,Хотуртау,,,,5040,39.6769583,70.5284545,,,,771
node,5196781022,пик Украина,,,,5030,39.073561,71.8333876,,,,298
node,9014307126,Белый,,,,5021,39.5479011,73.8657403,,,,459
node,2440360077,Назарова,,,,5015,39.4002439,73.1260026,,,,210
node,9863707062,Горняк,,,,5013,39.5222337,70.3433132,,,,622
node,9198874219,Ушбинка,,,,5010,39.5623441,69.9437928,,,,581
node,5767976413,,,,,4992,39.625991,71.3689462,,,,491
node,6027608763,Снежная,,Снежная,,4990,39.4361689,70.5619864,,,,1105
node,3149099816,пик Олега Мкртчяна,,,,4980,39.0826142,71.8309951,,,,206
node,3417331103,Советских школьников,,,,4980,39.7536229,71.7871615,,,,441
node,3667603862,Dostoevskogo,Dostoevskogo,,,4974,39.6521938,70.1032018,,,,670
node,5767976967,,,,,4967,39.5188511,71.0969862,,,,487
node,3150375985,,,,,4962,39.0606662,71.6101634,,,,351
node,1995173698,Uzlovoy,Uzlovoy,Узловой,,4960,39.5777463,69.9236425,,,,468
node,3148834618,Ходжатау,,,,4960,39.1991556,71.7266833,,,,373
node,9164779335,Саук-Джайляу Восточный,,,,4960,39.7750573,71.9649283,,,,661
node,5760523121,,,,,4958,39.6264824,70.6320476,,,,608
node,5765349765,Гора Остроконечная,,Гора Остроконечная,,4957,39.6170329,70.3633937,,,,446
node,3363501887,Акташ,,,,4950,39.8166856,71.7642167,,,,349
node,9863706961,Гора Минг-Теке,,Гора Минг-Теке,,4948,39.6399748,70.4261728,,,,229
node,11987286539,,,,,4948,40.1094442,73.9125635,,,,1359
node,5767976035,,,,,4945,39.5539187,71.3326855,,,,371
node,5767976981,,,,,4942,39.5736111,71.2170462,,,,685
node,7341570020,,,,,4939.6,39.5326441,71.3185215,,,,405
node,349009586,Гезарт,,,,4935,39.864762,72.411814,,,,848
node,3663348924,Ak-suu,Ak-suu,,,4926,39.5855031,70.2695508,,,,796
node,5767351173,,,,,4925,39.6440815,71.6951036,,,,211
node,2626443927,,,,,4923,39.3084271,73.9322452,,,,348
node,11987286540,,,,,4923,40.0796744,73.901354,,,,487
node,2440360081,Ташкент,,,,4915,39.4076494,73.1546116,,,,275
node,2425175562,,,,,4913,39.8763889,72.4861111,,,,436
node,5767976408,Ленинградец,,,,4900.1,39.754461,71.8383762,,,,502
node,5610389696,Кызыл-Ункюр,,Кызыл-Ункюр,,4888,39.7629411,72.5213246,,,,250
node,2626959201,,,,,4883,39.2709658,73.8075455,,,,261
node,3700494182,Parus,Parus,,,4883,39.6008937,69.9373769,,,,660
node,2956454570,пик Сахарова,,,,4881,39.9338141,72.6476553,,,,431
node,3417331078,Крылья Советов,,,,4871,39.7499108,71.7411128,,,,221
node,349008994,Каратау,,,,4870,39.2937234,71.7850971,,,,325
node,3364599681,Фергана,,,,4870,39.8091836,71.8100891,,,,431
node,5760523126,,,,,4865,39.6405125,70.6253528,,,,264
node,5767976034,,,,,4863,39.6052473,71.491798,,,,452
node,5767976026,,,,,4850,39.5727311,71.1367762,,,,554
node,5767976045,,,,,4835,39.582066,71.4446041,,,,481
node,5607880810,пик Землятина,,пик Землятина,,4832,39.0608333,72.2723833,,,,210
node,5760392942,,,,,4832,39.6372666,71.4412784,,,,327
node,4132436193,,,,,4830,39.8105075,72.6038069,,,,242
node,5760392320,,,,,4829,39.7801723,71.6640146,,,,288
node,2439696849,Petrovsky Peak,Petrovsky Peak,Петровского,,4825,39.4585374,72.8840196,,,,303
node,5767351188,,,,,4824,39.6409256,71.6688823,,,,211
node,3398451669,Звездный,,Звездный,,4822,39.56988,70.1355836,,,,430
node,2440360108,Лагерный,,,,4816,39.4180438,73.1777912,,,,256
node,5610390024,Valighond,Valighond,,,4816,39.2897286,69.6976409,,,,718
node,5767976978,,,,,4815,39.5087911,71.1912562,,,,662
node,2626959369,,,,,4812,39.314285,73.6632412,,,,261
node,2626958792,,,,,4810,39.1295744,73.6234117,,,,260
node,5742773372,Одесса,,Одесса,,4810,39.603388,70.2711926,,,,565
node,5767976417,,,,,4810,39.611701,71.3320162,,,,487
node,5767976452,,,,,4806,39.5015572,71.3010549,,,,445
node,7315161547,Сыновей,,,,4806,39.7118663,71.8529304,,,,402
node,5767351098,,,,,4805,39.6595122,71.7439627,,,,597
